accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
-2.568,-9.373,-9.176,0.0,0.0,0.0,-0.992,-9.832,-10.518,0.003197405420794108,0.0,0.0
-2.586,-9.346,-9.142,0.0,0.0,0.0,-1.002,-9.841,-10.486,0.006010833754570284,0.0,0.0
-2.622,-9.247,-9.24,0.0,0.0,0.0,-1.022,-9.845,-10.483,-0.005523135199788075,0.0,0.0
-3.428,-9.866,-7.521,0.132,0.39,-0.263,-0.82,-9.707,-10.458,-0.02183282575880321,0.0,0.0
-20.016,-19.54,-30.079,1.211,4.341,3.391,-1.174,-9.711,-10.134,-0.0015753934104897802,0.0,0.0
-17.216,-19.54,-10.56,-4.301,-2.278,4.393,-1.051,-9.978,-11.189,0.009131323569423406,0.0,0.202
19.209,-19.54,-12.858,-2.224,-3.853,4.393,-1.102,-9.92,-10.324,-0.020303265975659127,0.0,-0.243
19.209,-19.54,-30.079,4.43,-4.354,4.393,-1.857,-9.604,-9.524,-0.004438633500044707,0.197,-0.327
12.579,-19.54,9.146,1.493,-3.787,-4.337,0.0,-9.783,-11.15,-0.0046271851485632075,0.244,0.0
-20.016,-19.54,-30.079,1.753,-4.354,-3.306,-0.92,-10.113,-9.996,-0.012758546438751146,-0.339,0.333
-20.016,-19.54,-7.181,-4.301,-4.354,4.035,-1.347,-9.854,-10.331,-0.017807753162839335,-0.138,0.0
3.968,-19.54,-6.247,-4.079,-4.354,4.393,-1.2,-9.883,-11.023,-0.0045625191827959296,0.0,0.0
12.204,-19.54,-14.664,3.693,-4.354,4.393,-1.214,-9.596,-10.611,0.0015606689852242495,0.308,-0.146
12.773,-19.54,-22.55,4.43,-4.354,2.599,-0.652,-9.768,-10.142,-0.012411948558296563,0.0,-0.202
0.411,-19.54,-24.553,4.43,-4.075,-4.337,-0.767,-9.975,-10.494,0.005614510559066387,0.0,0.0
-4.506,-19.54,-10.862,-4.301,-4.354,-4.337,-1.056,-9.585,-10.175,-0.003432605362284065,-0.194,0.296
-3.644,-19.54,-0.767,-2.458,-3.829,3.31,-1.594,-10.144,-10.715,0.004799120425917506,0.0,0.226
1.015,-11.554,-2.468,-2.95,-4.354,0.428,-1.324,-9.802,-10.606,0.009010353077075347,-0.209,-0.275
-1.908,-9.943,-2.328,-1.801,-3.37,-0.994,-0.945,-9.848,-10.351,0.0015948346500077196,0.0,-0.101
-2.272,-10.193,-7.752,0.252,-1.483,-0.672,-1.22,-9.901,-10.482,0.008522784512451375,0.0,0.0
