accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
-13.776,-3.458,8.33,2.479,4.375,4.357,0.399,-7.803,-9.357,0.0,-0.438,0.0
1.921,4.748,3.125,3.26,1.887,4.357,-0.606,-9.279,-11.945,-0.45,0.806,0.116
10.358,4.906,-13.664,4.108,0.0,2.588,-12.35,-11.861,-9.857,-0.213,-0.545,0.1
1.065,-6.851,-0.184,-3.449,-3.832,0.0,3.509,-10.887,-11.9,0.296,-0.864,-0.613
-8.112,-0.895,8.33,1.336,3.403,-2.645,-1.145,-9.408,-9.893,0.0,0.0,-0.177
8.308,0.829,-1.265,-3.714,-1.059,2.39,-1.308,-9.757,-10.855,-0.261,0.0,0.298
-1.448,8.294,-6.577,-0.356,0.274,-0.49,-1.317,-9.719,-11.05,0.0,0.0,0.0
0.303,7.773,-4.557,-0.447,-0.303,0.618,-1.055,-9.528,-11.052,0.0,0.0,0.0
-1.482,3.404,-5.563,-0.314,0.78,-0.32,-1.31,-9.63,-11.033,0.0,0.0,-0.109
-0.572,1.304,-9.164,-2.251,1.803,-0.5,-0.837,-9.576,-10.904,0.0,0.0,0.0
-1.394,-3.734,-7.895,-3.964,3.078,-1.84,-1.222,-9.63,-11.0,0.0,0.0,0.0
-0.12,-8.93,-6.072,-4.294,2.008,-2.719,-1.21,-9.626,-10.807,0.0,0.0,0.0
-6.38,-16.599,3.489,-4.294,2.357,-4.373,-1.165,-9.578,-10.889,0.0,0.0,0.0
-8.964,-19.298,-5.562,-3.929,3.133,-4.373,-0.989,-9.698,-10.885,0.0,0.0,0.0
-10.873,-19.298,-12.181,-1.41,4.375,-3.681,-1.523,-9.711,-10.764,0.0,0.0,0.0
-6.619,-7.331,-5.435,2.955,0.479,-0.747,-2.051,-9.838,-10.403,0.0,0.764,0.155
0.0,-5.99,-3.945,1.157,0.259,-0.328,-2.975,-10.216,-9.917,0.111,-0.151,0.0
-1.621,-2.157,-4.609,0.0,0.234,0.113,0.0,-9.136,-10.476,0.0,0.0,0.0
1.322,-2.602,-1.663,-0.308,0.0,0.621,-1.127,-9.321,-9.603,0.0,0.107,0.0
2.045,-2.899,-1.004,0.0,0.104,0.412,-1.879,-9.864,-10.003,0.0,0.0,0.0
1.871,-3.041,0.797,-0.202,0.0,0.411,-1.401,-9.553,-9.886,0.0,0.0,0.0
2.574,-2.563,0.139,0.0,0.0,0.223,-1.235,-9.579,-10.096,0.0,0.0,0.0
1.069,-2.911,-0.33,0.0,0.238,-0.227,-1.485,-9.703,-10.015,0.0,0.0,0.0
-3.504,-1.966,1.884,0.589,0.532,0.0,-1.526,-9.883,-9.874,0.0,0.0,0.0
-20.381,-3.806,8.33,3.755,4.375,2.546,-0.238,-9.069,-10.393,0.0,0.272,0.0
-7.07,0.736,8.33,4.436,3.864,4.357,-1.637,-9.441,-9.849,-0.179,0.637,0.252
11.292,-3.68,-6.242,4.436,0.0,4.357,1.907,-7.226,-9.849,-0.117,0.0,0.0
12.281,-3.437,-14.187,-0.448,0.285,-1.924,-2.969,-3.072,-15.529,-0.663,-2.96,-0.91
-1.521,-14.041,8.33,-4.294,-4.355,-1.915,-18.544,1.269,-15.88,0.0,0.226,0.0
-7.756,8.502,-24.584,2.771,-1.015,4.077,-0.626,-8.367,-9.006,0.129,0.486,-0.113
6.414,0.214,-3.237,0.633,0.597,-0.338,0.0,-9.795,-10.476,-0.265,-0.168,0.213
-2.111,2.494,-5.138,-1.818,1.346,-1.362,-1.973,-9.754,-10.568,0.0,0.1,0.0
-3.507,2.08,-4.749,-2.208,0.823,0.333,-0.804,-9.455,-11.436,0.0,0.0,0.0
-2.116,0.604,-6.52,-2.739,1.941,-1.169,-1.241,-9.69,-10.576,0.0,0.0,0.0
-3.395,-5.033,-5.851,-4.294,2.154,-4.053,-1.141,-9.588,-10.975,0.0,0.0,0.0
-9.544,-12.055,-3.697,-4.294,2.012,-4.373,-1.143,-9.606,-10.843,0.0,0.0,0.0
-10.592,-16.618,-0.439,-4.187,0.839,-4.373,-1.422,-9.589,-10.954,0.0,0.147,0.0
-9.69,-19.298,-9.947,-1.808,4.375,-4.373,-1.109,-9.578,-10.831,0.0,0.0,0.0
-7.38,-14.806,-6.716,3.273,3.608,1.109,-2.159,-9.655,-10.815,0.0,0.126,0.115
1.492,-8.726,-10.726,-1.089,-3.302,0.719,-0.629,-9.572,-11.08,0.0,0.0,0.0
