accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1
-13.546,-15.551,-5.611,0.596,3.303,3.435
-11.754,-15.062,-9.238,0.616,1.679,4.112
-9.404,-12.901,-9.557,0.503,0.386,3.966
-8.36,-11.076,-9.819,0.896,-0.126,3.377
-8.089,-8.337,-10.594,1.256,-0.627,3.07
-6.524,-5.612,-10.008,1.776,-0.364,3.046
-5.857,-2.538,-9.7,2.185,-0.667,2.477
-5.213,-0.58,-11.493,2.651,-1.09,2.165
-4.974,0.596,-11.927,2.632,-0.987,1.756
-4.028,0.691,-13.435,2.966,-1.296,1.223
-2.824,0.318,-15.161,3.26,-0.436,0.849
-3.283,1.227,-22.034,3.401,0.0,0.664
-5.16,2.121,-26.081,1.956,0.174,0.157
-6.382,2.588,-23.733,0.115,-0.408,-0.213
-5.96,2.831,-20.16,0.0,-0.116,0.0
-2.048,-9.904,-8.414,0.0,0.182,0.0
-2.067,-9.514,-8.941,0.0,0.206,0.0
-1.801,-9.584,-8.874,0.0,-0.157,0.0
-1.451,-9.658,-9.066,0.0,-0.21,0.0
-1.557,-9.611,-8.886,0.0,0.0,0.0
-1.572,-9.584,-8.889,0.0,0.0,0.0
-2.29,-9.698,-9.026,0.0,0.0,0.0
-7.43,-9.805,-8.634,-0.155,-1.302,0.0
-6.653,-10.614,-5.658,-0.314,-0.611,1.518
-9.737,-14.345,-2.961,0.0,2.028,2.022
-9.451,-15.743,-6.237,0.902,1.682,3.176
-9.198,-15.533,-7.419,1.121,1.196,3.558
-7.022,-12.463,-7.934,1.309,0.805,3.559
-6.962,-8.472,-8.549,1.51,0.547,2.959
-7.127,-6.01,-9.553,1.439,0.407,2.739
-7.987,-3.693,-9.609,1.564,-0.434,2.498
-7.868,-1.627,-9.584,1.877,-1.108,2.003
-7.413,0.158,-10.794,2.498,-0.949,1.801
-6.781,1.666,-13.009,2.42,-1.052,1.531
-5.875,2.648,-13.184,2.235,-1.277,1.269
-5.577,2.731,-12.2,2.249,-1.319,0.784
-6.016,2.96,-14.04,2.537,-0.608,0.665
-5.958,2.923,-17.004,2.403,-0.506,0.564
-5.323,2.921,-18.068,2.155,-0.575,0.365
