accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1
-1.154,0.632,-4.688,0.136,-1.297,1.457
-1.057,1.152,-2.672,0.969,-1.12,0.79
-0.789,1.614,-3.532,1.335,-0.127,0.0
-0.471,2.301,-5.818,2.072,-0.155,-0.967
-1.323,2.542,-7.827,2.556,-0.931,-2.442
-1.385,-8.656,-8.388,0.869,1.082,0.479
-0.23,-9.295,-9.293,0.116,-0.644,0.289
0.153,-9.177,-8.955,0.0,-0.349,0.0
-0.771,-9.346,-8.803,0.0,0.0,-0.154
-0.94,-9.394,-8.509,0.0,-0.326,0.0
-0.788,-9.515,-8.186,0.0,-0.832,0.142
-0.971,-9.463,-8.381,0.122,-1.222,0.233
-2.06,-9.386,-7.714,0.0,-1.458,0.209
-4.079,-11.754,-4.785,-0.109,-1.44,0.353
-20.381,-19.298,-16.134,-4.077,4.375,4.357
0.449,-13.801,-9.462,-4.294,0.493,4.357
4.071,-4.329,-9.106,-2.955,-0.764,1.407
-0.769,-0.924,-10.109,-0.563,-0.842,-0.113
-10.358,-3.237,-14.218,0.0,0.51,-1.4
-20.381,-6.784,-20.916,-0.271,-0.856,-0.499
-16.147,-4.98,-17.859,-0.542,-2.477,1.694
-7.383,-1.387,-15.629,0.263,-3.726,2.541
-3.189,-0.49,-14.099,0.354,-3.634,2.251
-2.104,0.606,-9.588,0.168,-1.663,2.173
-1.074,2.63,-6.911,-0.472,-1.004,1.524
-2.315,3.87,-4.284,-0.311,-0.482,0.724
-2.901,4.042,-3.782,0.0,-0.423,0.0
-3.36,3.815,-4.249,0.262,0.101,0.0
-2.163,3.455,-5.355,0.922,-0.22,-0.492
-2.203,3.193,-6.831,0.857,-0.523,-1.706
-4.954,1.771,-8.709,-0.261,0.742,-2.967
-6.979,-10.667,-7.345,0.3,2.171,-1.346
-4.589,-9.146,-8.07,-0.277,0.903,0.51
-1.826,-8.847,-7.527,-0.352,-0.407,0.596
-0.695,-9.239,-7.309,-0.111,0.0,0.0
-1.884,-9.232,-8.392,0.0,0.303,-0.298
-2.014,-9.398,-8.193,0.0,-0.362,0.0
-1.365,-9.23,-8.375,0.0,-0.116,0.0
-1.84,-9.248,-8.355,0.0,0.0,0.0
-3.799,-9.489,-9.114,0.0,-0.195,0.0
-10.012,-11.274,-12.631,-1.96,-0.373,2.612
-12.521,-13.719,-15.348,-2.756,2.27,3.408
-6.551,-11.873,-11.259,-3.325,0.532,3.638
-0.838,-6.494,-11.102,-2.135,-1.668,1.48
-4.507,-3.923,-11.393,-1.024,-0.718,0.0
-12.512,-4.247,-16.42,0.0,0.2,-0.465
-17.679,-5.119,-20.128,-1.651,0.231,0.143
-14.922,-2.98,-18.387,-1.331,-1.11,1.242
-8.741,-1.44,-17.519,-0.749,-4.355,2.49
-3.424,-2.005,-13.1,-0.333,-3.82,3.157
-0.999,0.194,-10.157,-0.485,-1.778,2.509
-1.244,3.035,-7.682,-0.626,-1.26,1.544
-2.313,4.277,-5.758,-0.197,-0.616,0.717
-3.905,4.589,-5.011,0.0,-0.468,0.191
-5.211,4.026,-6.699,0.624,-0.855,0.0
-0.765,4.22,-6.939,0.678,-2.145,-0.525
-5.111,-11.461,-6.574,-0.6,0.472,-1.524
-4.413,-10.045,-8.084,0.451,0.834,-0.5
-2.442,-9.382,-8.666,0.432,0.422,0.389
-1.179,-9.187,-8.475,0.219,-0.925,0.589
-0.241,-9.327,-8.555,0.0,-0.481,0.164
-0.867,-9.262,-8.003,0.0,-0.258,0.109
-1.454,-9.249,-7.586,0.0,-0.618,0.285
-1.574,-9.586,-8.356,0.0,-0.565,0.0
-15.473,-11.88,-10.626,-0.435,-0.354,2.205
-9.788,-18.962,-15.335,-4.052,0.856,4.357
-2.94,-11.103,-11.949,-3.521,-0.311,3.555
-1.996,-4.745,-9.823,-2.427,-0.118,1.667
-3.383,-2.513,-11.428,-0.697,-0.426,0.398
-9.785,-3.172,-13.383,-0.202,0.168,-0.361
-19.74,-4.499,-15.826,-0.561,-0.124,-0.129
-19.257,-3.899,-17.886,-0.965,-0.615,0.807
-11.856,-1.602,-16.475,-0.948,-2.929,1.721
-6.354,-0.486,-13.605,-0.791,-3.146,1.376
-3.147,-1.0,-12.269,0.0,-2.264,2.055
-1.25,0.431,-9.99,-0.254,-1.727,2.186
-2.022,2.485,-5.01,-0.787,-1.206,1.546
-1.996,3.766,-4.056,-0.2,-0.646,0.835
-1.699,4.251,-2.896,0.367,-0.522,0.233
-1.389,3.503,-4.003,0.766,-0.738,-0.926
-1.95,2.193,-7.299,0.31,-1.599,-2.855
-3.631,-10.162,-9.419,0.0,1.25,0.236
-2.205,-9.401,-8.078,0.594,1.604,0.551
-1.205,-9.215,-9.507,0.198,0.223,0.137
-1.674,-9.414,-9.009,0.0,-0.415,0.0
-1.36,-9.513,-8.948,0.0,-0.701,0.0
-1.315,-9.409,-9.179,0.0,-0.446,0.21
-1.305,-9.231,-9.226,0.0,-0.107,0.227
-1.145,-9.452,-9.541,0.0,-0.327,0.0
-9.494,-10.999,-9.503,0.499,-0.904,-0.108
-10.735,-14.089,-15.711,-1.8,-1.533,4.357
-8.349,-15.457,-16.408,-4.038,0.809,4.288
-2.596,-10.593,-9.96,-3.809,-1.095,2.624
-2.098,-6.551,-8.418,-1.705,-0.75,0.803
-8.495,-4.502,-12.047,0.0,-0.542,0.242
-13.678,-4.167,-15.788,-0.106,0.556,0.22
-16.076,-3.577,-18.02,-0.634,0.602,0.316
